0,212.91,212.91
3,212.81,212.81
6,212.62,212.77
9,212.45,212.74
12,212.28,212.70
15,212.18,212.66
18,212.04,212.53
21,211.90,212.28
24,211.88,212.56
27,211.96,212.76
30,211.95,212.76
33,211.88,212.56
36,211.85,212.52
39,211.86,212.62
42,211.85,212.66
45,211.77,212.67
48,211.63,212.57
51,211.59,212.44
54,211.54,212.21
57,211.45,212.07
60,211.56,211.91
63,213.09,211.94
66,213.54,211.86
69,213.66,211.72
72,213.69,211.60
75,213.72,211.61
78,213.74,213.14
81,213.76,213.76
84,213.78,213.78
87,213.79,213.79
90,213.80,213.80
