0,212.91,212.91
0.1,212.90,212.90
0.2,212.89,212.89
0.3,212.89,212.89
0.4,212.88,212.88
0.5,212.88,212.88
0.6,212.88,212.88
0.7,212.87,212.87
0.8,212.87,212.87
0.9,212.86,212.86
1,212.86,212.86
1.1,212.86,212.86
1.2,212.86,212.86
1.3,212.86,212.86
1.4,212.86,212.86
1.5,212.86,212.86
1.6,212.86,212.86
1.7,212.85,212.85
1.8,212.85,212.85
1.9,212.84,212.84
2,212.84,212.84
2.1,212.84,212.84
2.2,212.83,212.83
2.3,212.83,212.83
2.4,212.82,212.82
2.5,212.82,212.82
2.6,212.82,212.82
2.7,212.82,212.81
2.8,212.82,212.81
2.9,212.81,212.81
3,212.81,212.81
3.1,212.80,212.81
3.2,212.79,212.80
3.3,212.79,212.80
3.4,212.78,212.80
3.5,212.77,212.80
3.6,212.76,212.80
3.7,212.75,212.80
3.8,212.75,212.80
3.9,212.74,212.80
4,212.74,212.80
4.1,212.73,212.80
4.2,212.72,212.79
4.3,212.72,212.79
4.4,212.71,212.79
4.5,212.70,212.79
4.6,212.70,212.79
4.7,212.69,212.79
4.8,212.69,212.79
4.9,212.68,212.78
5,212.67,212.78
5.1,212.67,212.78
5.2,212.66,212.78
5.3,212.66,212.78
5.4,212.65,212.78
5.5,212.64,212.78
5.6,212.64,212.78
5.7,212.63,212.78
5.8,212.63,212.78
5.9,212.62,212.77
6,212.62,212.77
6.1,212.61,212.77
6.2,212.60,212.77
6.3,212.60,212.77
6.4,212.59,212.77
6.5,212.59,212.77
6.6,212.58,212.77
6.7,212.57,212.77
6.8,212.57,212.77
6.9,212.56,212.76
7,212.56,212.76
7.1,212.55,212.76
7.2,212.54,212.76
7.3,212.54,212.76
7.4,212.53,212.76
7.5,212.53,212.76
7.6,212.53,212.76
7.7,212.52,212.75
7.8,212.52,212.75
7.9,212.51,212.75
8,212.50,212.75
8.1,212.50,212.75
8.2,212.49,212.75
8.3,212.49,212.75
8.4,212.48,212.75
8.5,212.47,212.75
8.6,212.47,212.75
8.7,212.46,212.74
8.8,212.46,212.74
8.9,212.45,212.74
9,212.45,212.74
9.1,212.45,212.74
9.2,212.44,212.74
9.3,212.44,212.74
9.4,212.44,212.73
9.5,212.44,212.73
9.6,212.43,212.73
9.7,212.42,212.73
9.8,212.42,212.73
9.9,212.41,212.73
10,212.41,212.73
10.1,212.40,212.73
10.2,212.39,212.72
10.3,212.39,212.72
10.4,212.38,212.72
10.5,212.37,212.72
10.6,212.36,212.72
10.7,212.35,212.72
10.8,212.35,212.72
10.9,212.34,212.72
11,212.33,212.72
11.1,212.33,212.72
11.2,212.32,212.71
11.3,212.32,212.71
11.4,212.31,212.71
11.5,212.30,212.71
11.6,212.30,212.71
11.7,212.29,212.71
11.8,212.29,212.71
11.9,212.28,212.70
12,212.28,212.70
12.1,212.28,212.70
12.2,212.27,212.70
12.3,212.27,212.70
12.4,212.26,212.70
12.5,212.25,212.70
12.6,212.25,212.70
12.7,212.24,212.69
12.8,212.24,212.69
12.9,212.23,212.69
13,212.23,212.69
13.1,212.23,212.69
13.2,212.23,212.69
13.3,212.23,212.69
13.4,212.22,212.68
13.5,212.22,212.68
13.6,212.22,212.68
13.7,212.21,212.68
13.8,212.21,212.68
13.9,212.21,212.68
14,212.21,212.68
14.1,212.21,212.68
14.2,212.20,212.67
14.3,212.20,212.67
14.4,212.19,212.67
14.5,212.19,212.67
14.6,212.19,212.67
14.7,212.19,212.67
14.8,212.19,212.67
14.9,212.18,212.66
15,212.18,212.66
15.1,212.18,212.66
15.2,212.17,212.66
15.3,212.17,212.66
15.4,212.16,212.66
15.5,212.16,212.66
15.6,212.16,212.66
15.7,212.16,212.65
15.8,212.16,212.65
15.9,212.15,212.65
16,212.15,212.65
16.1,212.15,212.65
16.2,212.14,212.65
16.3,212.14,212.65
16.4,212.13,212.64
16.5,212.13,212.64
16.6,212.12,212.64
16.7,212.11,212.64
16.8,212.11,212.64
16.9,212.10,212.64
17,212.10,212.64
17.1,212.09,212.64
17.2,212.08,212.63
17.3,212.08,212.62
17.4,212.07,212.61
17.5,212.07,212.60
17.6,212.06,212.59
17.7,212.05,212.58
17.8,212.05,212.56
17.9,212.04,212.55
18,212.04,212.53
18.1,212.04,212.52
18.2,212.03,212.51
18.3,212.03,212.49
18.4,212.02,212.48
18.5,212.02,212.46
18.6,212.01,212.45
18.7,212.00,212.44
18.8,212.00,212.42
18.9,211.99,212.41
19,211.99,212.39
19.1,211.99,212.38
19.2,211.98,212.37
19.3,211.98,212.35
19.4,211.97,212.34
19.5,211.96,212.32
19.6,211.96,212.31
19.7,211.95,212.30
19.8,211.95,212.30
19.9,211.94,212.29
20,211.94,212.29
20.1,211.94,212.29
20.2,211.93,212.29
20.3,211.93,212.29
20.4,211.92,212.28
20.5,211.92,212.28
20.6,211.92,212.28
20.7,211.91,212.28
20.8,211.91,212.28
20.9,211.90,212.28
21,211.90,212.28
21.1,211.90,212.28
21.2,211.89,212.29
21.3,211.89,212.30
21.4,211.88,212.31
21.5,211.87,212.32
21.6,211.87,212.33
21.7,211.86,212.34
21.8,211.86,212.35
21.9,211.86,212.36
22,211.86,212.37
22.1,211.86,212.38
22.2,211.86,212.39
22.3,211.86,212.40
22.4,211.87,212.41
22.5,211.88,212.41
22.6,211.88,212.42
22.7,211.89,212.43
22.8,211.89,212.43
22.9,211.89,212.44
23,211.89,212.45
23.1,211.89,212.46
23.2,211.89,212.47
23.3,211.89,212.49
23.4,211.88,212.50
23.5,211.88,212.51
23.6,211.88,212.52
23.7,211.87,212.53
23.8,211.87,212.54
23.9,211.88,212.55
24,211.88,212.56
24.1,211.89,212.56
24.2,211.90,212.57
24.3,211.90,212.57
24.4,211.91,212.58
24.5,211.92,212.58
24.6,211.92,212.59
24.7,211.93,212.60
24.8,211.93,212.61
24.9,211.92,212.62
25,211.92,212.63
25.1,211.92,212.65
25.2,211.92,212.66
25.3,211.92,212.68
25.4,211.91,212.70
25.5,211.91,212.72
25.6,211.91,212.74
25.7,211.91,212.75
25.8,211.91,212.77
25.9,211.92,212.78
26,211.92,212.79
26.1,211.92,212.80
26.2,211.93,212.81
26.3,211.93,212.81
26.4,211.94,212.80
26.5,211.94,212.79
26.6,211.94,212.78
26.7,211.95,212.77
26.8,211.95,212.77
26.9,211.96,212.76
27,211.96,212.76
27.1,211.96,212.76
27.2,211.96,212.76
27.3,211.96,212.76
27.4,211.97,212.77
27.5,211.97,212.78
27.6,211.97,212.79
27.7,211.97,212.80
27.8,211.97,212.80
27.9,211.98,212.81
28,211.98,212.81
28.1,211.98,212.82
28.2,211.98,212.83
28.3,211.98,212.83
28.4,211.98,212.84
28.5,211.98,212.84
28.6,211.98,212.84
28.7,211.98,212.85
28.8,211.98,212.85
28.9,211.97,212.84
29,211.97,212.83
29.1,211.97,212.82
29.2,211.97,212.81
29.3,211.97,212.81
29.4,211.96,212.80
29.5,211.96,212.79
29.6,211.96,212.78
29.7,211.96,212.77
29.8,211.96,212.77
29.9,211.95,212.76
30,211.95,212.76
30.1,211.95,212.76
30.2,211.94,212.76
30.3,211.94,212.76
30.4,211.94,212.75
30.5,211.94,212.74
30.6,211.94,212.73
30.7,211.93,212.72
30.8,211.93,212.72
30.9,211.92,212.71
31,211.92,212.70
31.1,211.92,212.69
31.2,211.91,212.68
31.3,211.91,212.68
31.4,211.90,212.67
31.5,211.90,212.67
31.6,211.90,212.67
31.7,211.89,212.66
31.8,211.89,212.66
31.9,211.88,212.65
32,211.88,212.65
32.1,211.88,212.65
32.2,211.88,212.64
32.3,211.88,212.64
32.4,211.88,212.63
32.5,211.88,212.62
32.6,211.88,212.61
32.7,211.88,212.60
32.8,211.88,212.59
32.9,211.88,212.58
33,211.88,212.56
33.1,211.88,212.54
33.2,211.88,212.53
33.3,211.88,212.52
33.4,211.87,212.51
33.5,211.87,212.50
33.6,211.87,212.49
33.7,211.87,212.48
33.8,211.87,212.49
33.9,211.87,212.50
34,211.87,212.51
34.1,211.87,212.52
34.2,211.86,212.53
