0,212.91,212.91
1,212.86,212.86
2,212.84,212.84
3,212.81,212.81
4,212.74,212.80
5,212.67,212.78
6,212.62,212.77
7,212.56,212.76
8,212.5,212.75
9,212.45,212.74
10,212.41,212.73
11,212.33,212.72
12,212.28,212.70
13,212.23,212.69
14,212.21,212.68
15,212.18,212.66
16,212.15,212.65
17,212.1,212.64
18,212.04,212.53
19,211.99,212.39
20,211.94,212.29
21,211.9,212.28
22,211.86,212.37
23,211.89,212.45
24,211.88,212.56
25,211.92,212.63
26,211.92,212.79
27,211.96,212.76
28,211.98,212.81
29,211.97,212.83
30,211.95,212.76
31,211.92,212.70
32,211.88,212.65
33,211.88,212.56
34,211.87,212.51
35,211.86,212.53
36,211.85,212.52
37,211.85,212.57
38,211.86,212.57
39,211.86,212.62
40,211.91,212.60
41,211.87,212.58
42,211.85,212.66
43,211.84,212.64
44,211.76,212.65
45,211.77,212.67
46,211.73,212.65
47,211.68,212.63
48,211.63,212.57
49,211.63,212.56
50,211.6,212.54
51,211.59,212.44
52,211.57,212.35
53,211.56,212.31
54,211.54,212.21
55,211.51,212.19
56,211.48,212.16
57,211.45,212.07
58,211.48,211.93
59,211.52,211.89
60,211.56,211.91
61,211.57,211.88
62,212.28,211.94
63,213.09,211.94
64,213.5,211.92
65,213.52,211.88
66,213.54,211.86
67,213.57,211.80
68,213.59,211.76
69,213.66,211.72
70,213.75,211.65
71,213.82,211.61
72,213.69,211.60
73,213.7,211.54
74,213.71,211.55
75,213.72,211.61
76,213.72,211.62
77,213.73,211.76
78,213.74,213.14
79,213.75,213.75
80,213.76,213.76
81,213.76,213.76
82,213.77,213.77
