0,211,211
3,210.9451724,210.9451724
6,210.8903449,210.8903449
9,210.8355173,210.8355173
12,210.7806897,210.7806897
15,210.76,210.6779999
18,210.9639999,209.5319998
21,211.004,209.6659998
24,211.0629998,209.8759994
27,211.1479999,210.0910001
30,211.1839999,210.2119991
33,211.2129999,210.3039994
36,210.6940024,210.4
39,209.1109994,210.483
42,209.3860001,210.531
45,209.4049998,210.4260004
48,209.5749997,210.5
51,209.7539994,210.5110004
54,209.9309996,210.5329999
57,210.0079999,210.4390001
60,210.0689998,210.4539983
63,210.1819998,210.991
66,210.3889996,210.9490002
69,210.5189995,210.8940001
72,210.6669998,210.8490001
75,210.6670001,210.82
78,210.664,210.803
81,210.6150001,210.7880001
84,210.7249997,210.7309999
87,211.2039992,211.2039992
90,211.4919996,211.4919996
93,211.676,211.676
96,211.63,211.63
99,211.62,211.62
102,211.5340001,211.5340001
105,211.4810001,211.4810001
